OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
1567442,04092022028,PAPA MURPHY'S NC049,6106 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 790-7813,2017/08/09 00:00:00+00,Food Stand,17514,-78.6187408,35.86627943,M
1567443,04092016087,YAMATO,700 E WILLIAMS ST ,,APEX,NC,27502,(919) 303-8088,2012/01/17 00:00:00+00,Restaurant,17515,-78.84651301,35.7236133,M
1567444,04092030286,JESSICA'S (WCID #540),10125 DIVISION DR ,Mobile Food Unit,RALEIGH,NC,27603,(919) 687-6420,2015/09/21 00:00:00+00,Mobile Food Units,17517,-78.7114342,35.63398295,M
1567445,04092018040,First Watch Daytime Cafe #580,2808-105 Rogers RD ,,WAKE FOREST,NC,27587,(919) 569-5763,2019/01/18 00:00:00+00,Restaurant,17505,-78.52664419,35.95337257,M
1567446,04092017071,PERI BROTHERS PIZZA,7321 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 844-6692,2015/11/06 00:00:00+00,Restaurant,17524,-78.64725808,35.88069032,M
1567447,04092015319,Wang's Bistro,877-405 E GANNON AVE ,,ZEBULON,NC,27597,(919) 269-9788,2009/01/06 00:00:00+00,Restaurant,17513,-78.3335351,35.8212246,T
1567448,04092012231,Knights Play Golf Center,2512 Ten Ten Rd,,APEX,NC,27502,(919) 303-3747,1998/04/27 00:00:00+00,Restaurant,17548,-78.81416503,35.71128448,M
1567449,04092020845,Papa John's,6470 TRYON RD ,,CARY,NC,27511-7050,(919) 851-5656,1998/06/29 00:00:00+00,Food Stand,17551,-78.761351,35.74432985,M
1567450,04092011958,Goodberry's Creamery,2325 Davis Dr ,,CARY,NC,27560,(919) 469-3350,1996/11/15 00:00:00+00,Restaurant,17557,-78.84745125,35.78961368,M
1567451,04092016334,UNITED SKATES CAFE,2901 TRAWICK RD ,,RALEIGH,NC,27604-3754,(919) 790-3808,2013/01/08 00:00:00+00,Restaurant,17582,-78.58934619,35.82027864,M
1567452,04092017794,Bottles & Cans,9954 Chapel Hill RD ,,Cary,NC,27513,(919) 907-0852,2018/01/31 00:00:00+00,Restaurant,17531,0,0,U
1567453,04092010106,BURGER KING #5719,3955 NEW BERN AVE ,,RALEIGH,NC,27610-1332,(919) 231-6415,1991/05/01 00:00:00+00,Restaurant,17593,-78.56962633,35.79960147,M
1567454,04092020019,C Mini Mart,8015 CHAPEL HILL RD,,CARY,NC,27513-4168,(919) 469-3734,1991/05/06 00:00:00+00,Food Stand,17597,-78.76859401,35.7932882,M
1567455,04092020789,Domino's Pizza,4237-103 Louisburg RD ,,RALEIGH,NC,27604-4348,(919) 872-7222,1997/08/01 00:00:00+00,Food Stand,17574,-78.57731584,35.8413784,M
1567456,04092110097,Davis Drive Middle Sch. Cafeteria,2101 DAVIS DR,,CARY,NC,27519-9276,(919) 387-3038,1995/05/01 00:00:00+00,Public School Lunchrooms,17621,-78.85122421,35.77868872,M
1567457,04092110487,ALSTON RIDGE ELEMENTARY SCHOOL CAFETERIA,11555 GREEN LEVEL CHURCH  RD ,,CARY,NC,27519,(919) 544-2474 ext. 20151,2009/11/13 00:00:00+00,Public School Lunchrooms,17628,-78.89958886,35.85921379,M
1567458,04092017462,JASMIN MEDITERRANEAN BISTRO,2501 BLUE RIDGE RD ,SUITE G-190,RALEIGH,NC,27607,(919) 800-8599,2016/11/09 00:00:00+00,Restaurant,17629,-78.70656515,35.81500557,M
1567459,04092018146,FLAVORS KITCHEN,4051 Davis DR ,,MORRISVILLE,NC,27560,(919) 388-9432,2019/08/02 00:00:00+00,Restaurant,17639,-78.85811603,35.8356265,M
1567460,04092021917,FOOD LION #1669 PRODUCE,1601 CROSS LINK RD ,,RALEIGH,NC,27610,(919) 807-1397,2015/10/29 00:00:00+00,Food Stand,17642,-78.61481064,35.75482608,M
1567461,04092110033,Morrisville Elementary Cafeteria,1519 MORRISVILLE Pky,,MORRISVILLE,NC,27560-9376,(919) 460-3400 ext. 21783,1991/09/17 00:00:00+00,Public School Lunchrooms,17655,-78.84656817,35.81141189,M
1567462,04092110083,West Lake Elem. Sch. Cafeteria,4500 W LAKE RD,,APEX,NC,27539-7655,(919) 662-2314,1991/08/21 00:00:00+00,Public School Lunchrooms,17660,-78.76185019,35.66034209,M
1567463,04092012120,Second Empire at Dodd-Hinsdale,330 HILLSBOROUGH ST ,,RALEIGH,NC,27603-1726,(919) 829-3663,1997/09/05 00:00:00+00,Restaurant,17679,-78.64468913,35.78102197,M
1567464,04092017092,CHICK-FIL-A #3448,7107 O'KELLY CHAPEL RD ,,CARY,NC,27519,(919) 466-9525,2015/11/17 00:00:00+00,Restaurant,17690,-78.88733312,35.84521706,M
1567465,04092010556,Piccola Italia,423 WOODBURN RD,,RALEIGH,NC,27605-1323,(919) 833-6888,1991/03/19 00:00:00+00,Restaurant,17720,-78.66025735,35.7899673,M
1567466,04092012057,Waraji Japanese Restaurant,5910 DURALEIGH RD ,Ste 147,RALEIGH,NC,27612-2580,(919) 783-1883,1997/06/09 00:00:00+00,Restaurant,17729,-78.7119967,35.8587201,M
1567467,04092012065,Mayflower Seafood Restaurant,3301 Capital BLVD ,,RALEIGH,NC,27604-3339,(919) 875-9007,1997/04/30 00:00:00+00,Restaurant,17738,-78.58813581,35.82461176,M
1567468,04092030282,GRANDOTES TACO GRILL (wcid #530),1025 BLUE RIDGE RD ,,RALEIGH,NC,27607,(919) 636-1185,2015/06/01 00:00:00+00,Mobile Food Units,17752,-78.71510697,35.79630808,M
1567469,04092010162,Circus Family Restaurant,1600 Wake Forest Rd ,,RALEIGH,NC,27604-1333,(919) 834-2213,1991/04/25 00:00:00+00,Restaurant,17771,-78.62468351,35.80050101,M
1567470,04092010302,GOODBERRY'S #6,2421 Spring Forest Rd,,RALEIGH,NC,27615-7540,(919) 878-8159,1991/05/02 00:00:00+00,Restaurant,17814,-78.59868826,35.8608486,M
1567471,04092110055,Carnage Middle Cafeteria,1425 CARNAGE DR,,RALEIGH,NC,27610-3909,(919) 856-7600 ext. 22107,1991/10/16 00:00:00+00,Public School Lunchrooms,17843,-78.62726569,35.76198666,M
1567472,04092025308,Curry Pizza Kitchen,3735 Davis DR ,Suite 121,MORRISVILLE,NC,27560,(919) 234-1607,2020/02/17 00:00:00+00,Food Stand,17872,-78.85587925,35.8337549,M
1567473,04092020813,Papa Johns Pizza #1625,6510 GLENWOOD AVE ,,RALEIGH,NC,27612-7156,(919) 786-9900,1997/07/27 00:00:00+00,Food Stand,17880,-78.70609774,35.86074545,M
1567474,04092020818,Han-Dee Hugo's #60,2581 GORMAN ST ,,RALEIGH,NC,27606-4673,(919) 859-5272,1997/11/04 00:00:00+00,Food Stand,17882,-78.69957038,35.7568828,M
1567475,04092110042,North Garner Middle Sch. Caf.,720 POWELL DR,,GARNER,NC,27529-3128,(919) 662-2434 ext. 21388,1991/04/03 00:00:00+00,Public School Lunchrooms,17933,-78.61177661,35.71602556,M
1567476,04092011048,NY Pizza,1831 N HARRISON AVE ,,CARY,NC,27513-2408,(919) 677-8484,1992/05/01 00:00:00+00,Restaurant,17894,-78.7680818,35.82997763,M
1567477,04092110095,MT. VERNON SCHOOL CAFETERIA,5418 CHAPEL HILL RD ,,RALEIGH,NC,27607-5139,(919) 233-4313 ext. 27071,1994/01/31 00:00:00+00,Public School Lunchrooms,17957,-78.71947483,35.79092115,M
1567478,04092011955,Pam's Farmhouse Restaurant,5111 Western BLVD ,,RALEIGH,NC,27603,(919) 859-9990,1996/11/07 00:00:00+00,Restaurant,17973,-78.71184422,35.78599343,M
1567479,04092010287,Glenwood Grill,2603-151 Glenwood Ave ,,RALEIGH,NC,27608,(919) 782-3102,1991/03/18 00:00:00+00,Restaurant,17928,-78.6604672,35.81647745,M
1567480,04092012818,Rudino's Pizza & Grinders,8800 HARVEST OAKS DR,STE 102,RALEIGH,NC,27615-2075,(919) 848-8899,1998/10/21 00:00:00+00,Restaurant,18049,-78.65760185,35.90264181,M
1567481,04092010174,Marriott Courtyard Crabtree Restaurant,3908 ARROW DR ,,RALEIGH,NC,27612-4657,(919) 782-6868,1991/05/06 00:00:00+00,Restaurant,18058,-78.67369567,35.83492573,M
1567482,04092010052,BB`s Grill,2950  42 HWY ,,WILLOW SPRING,NC,27592-7810,(919) 524-2835,1991/04/02 00:00:00+00,Restaurant,17930,-78.69231812,35.59159967,M
1567483,04092011770,Baja Burrito,2109 AVENT FERRY RD ,Suite 108,RALEIGH,NC,27606-2198,(919) 834-3431,1995/11/07 00:00:00+00,Restaurant,18067,-78.67605091,35.77835817,M
1567484,04092010922,Seaboard Cafe,707A Seamart Dr ,,RALEIGH,NC,27604,(919) 821-7553,1991/10/23 00:00:00+00,Restaurant,18006,-78.64073719,35.78943057,M
1567485,04092011828,Taco Bell,1384 N MAIN ST ,,FUQUAY VARINA,NC,27526-2617,(919) 557-5283,1996/01/02 00:00:00+00,Restaurant,18072,-78.77420891,35.59204807,M
1567486,04092011948,Starbucks Coffee # 8217,6282 GLENWOOD AVE ,#104 STE 104,RALEIGH,NC,27612-2651,(919) 785-0111,1996/10/18 00:00:00+00,Restaurant,18076,-78.70313649,35.85876954,M
1567487,04092012930,PTA Of Wake Forest,12277 CAPITAL BLVD ,,WAKE FOREST,NC,27587-6200,(919) 554-1400,1999/05/17 00:00:00+00,Restaurant,18081,-78.54097555,35.98087356,M
1567488,04092011497,Barnes And Noble Cafe,4325 GLENWOOD AVE,,RALEIGH,NC,27612-4532,(919) 782-0030,1994/06/03 00:00:00+00,Restaurant,18087,-78.68184484,35.84183815,T
1567489,04092110085,Lynn Road Elem. Cafeteria,1601 LYNN RD ,,RALEIGH,NC,27612-6820,(919) 870-4074 ext. 20860,1991/09/17 00:00:00+00,Public School Lunchrooms,18109,-78.66786984,35.87032502,M
1567490,04092011132,Bojangles,1400 N MAIN ST ,,FUQUAY VARINA,NC,27526-8901,(919) 557-0749,1992/08/10 00:00:00+00,Restaurant,18151,-78.77334916,35.59221914,M
1567491,04092013322,Scooters Grill And Bar,1911 Sego Ct,,RALEIGH,NC,27616-2967,(919) 954-2171,2001/05/08 00:00:00+00,Restaurant,18186,-78.60143378,35.85144385,M
1567492,04092020130,Harris Teeter #38 Deli ,5563 WESTERN BLVD ,,RALEIGH,NC,27606-1595,(919) 859-0110,1991/03/19 00:00:00+00,Food Stand,18196,-78.72051017,35.78412594,M
1567493,04092011179,RED DRAGON CHINESE RESTAURANT,2513 FAIRVIEW RD,,RALEIGH,NC,27608,(919) 782-1102,1992/10/08 00:00:00+00,Restaurant,18154,-78.65461085,35.80920928,M
1567494,04092011788,Taco Bell,2748 Capital BLVD ,,RALEIGH,NC,27604-1510,(919) 832-6450,1995/12/14 00:00:00+00,Restaurant,18236,-78.59785676,35.8172971,M
1567495,04092013037,PNC 123,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607-3624,(919) 861-2300 ext. 5,1999/10/28 00:00:00+00,Restaurant,18249,-78.7229363,35.8032419,M
1567496,04092013055,PNC 109,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607-3624,(919) 861-2300 ext. 5,1999/10/28 00:00:00+00,Restaurant,18251,-78.7229363,35.8032419,M
1567497,04092020929,Speedway #6983,850 CAPITAL BLVD,,RALEIGH,NC,27603-1108,(919) 832-8478,2000/04/19 00:00:00+00,Food Stand,18254,-78.6415342,35.79244416,M
1567498,04092012855,Buffaloe Lanes - Cary,151 HIGH HOUSE RD ,,CARY,NC,27511-6715,(919) 468-8684,1998/12/31 00:00:00+00,Restaurant,18260,-78.79635288,35.78232583,M
1567499,04092011977,Honeybaked Ham Company,423 CROSSROADS BLVD ,,CARY,NC,27511-6896,(919) 854-1222,1996/11/22 00:00:00+00,Restaurant,18262,-78.73871452,35.76064286,M
1567500,04092020037,Circle K #8524,3948 NEW BERN AVE ,,RALEIGH,NC,27610-1333,(919) 231-8060,1991/05/01 00:00:00+00,Food Stand,18268,-78.56881377,35.79852603,M
1567501,04092012824,Wang's Kitchen,1601-41 CROSS LINK RD ,,RALEIGH,NC,27610-4186,(919) 832-0706,1998/10/21 00:00:00+00,Restaurant,18256,-78.61376,35.75438832,M
1567502,04092010549,The Peddler Steak House,6005 GLENWOOD AVE ,,RALEIGH,NC,27612-2636,(919) 787-6980,1991/05/13 00:00:00+00,Restaurant,18278,-78.7015418,35.85400628,M
1567503,04092010286,GLAXO ZEBULON FOODSERVICE,1011 N ARENDELL AVE ,,ZEBULON,NC,27597,(919) 269-1092,1991/08/23 00:00:00+00,Restaurant,18282,-78.32849606,35.83040203,M
1567504,04092110035,Carroll Middle Sch.Cafeteria,4520 SIX FORKS RD ,,RALEIGH,NC,27609-5710,(919) 881-1370 ext. 23040,1991/09/17 00:00:00+00,Public School Lunchrooms,18287,-78.64084628,35.84306652,M
1567505,04092011784,Taco Bell,8801 SIX FORKS RD ,,RALEIGH,NC,27615-2970,(919) 870-9107,1995/12/05 00:00:00+00,Restaurant,18304,-78.65211984,35.89979375,M
1567506,04092011923,Pauls Cash Grocery &Services,7301 POOLE RD,,RALEIGH,NC,27610-9366,(919) 266-2624,1996/08/28 00:00:00+00,Restaurant,18310,-78.51538485,35.75733791,M
1567507,04092011895,Fiesta Mexicana,2839 Jones Franklin RD ,,RALEIGH,NC,27606-4346,(919) 859-1303,1996/07/03 00:00:00+00,Restaurant,18311,-78.73773412,35.74361197,M
1567508,04092012219,Thai Villa Restaurant,1319 BUCK JONES RD ,,RALEIGH,NC,27606-3328,(919) 462-9010,1998/04/13 00:00:00+00,Restaurant,18322,-78.74231056,35.76486034,M
1567509,04092020898,Bayleaf Convenience,10701 SIX FORKS RD,,RALEIGH,NC,27614-9570,(919) 847-7075,1999/08/24 00:00:00+00,Food Stand,18328,-78.64904636,35.92875186,M
1567510,04092110038,Powell Center For Play & Ingenuity Magnet Elementary,1130 MARLBOROUGH RD ,,RALEIGH,NC,27610-1125,(919) 856-7737 ext. 26340,1991/10/28 00:00:00+00,Public School Lunchrooms,18331,-78.6029262,35.79517352,M
1567511,04092010872,Wake Med Kitchen,3000 NEW BERN AVE,,RALEIGH,NC,27610-1231,(919) 350-8042,1992/02/12 00:00:00+00,Restaurant,18337,-78.58796297,35.78391423,M
1567512,04092011060,Olive Garden,1809 WALNUT ST ,,CARY,NC,27511-9201,(919) 233-9714,1992/03/26 00:00:00+00,Restaurant,18340,-78.74263845,35.76054072,M
1567513,04092011046,Chilis Bar And Grill,6324 GLENWOOD AVE ,,RALEIGH,NC,27612-2618,(919) 571-3600,1992/06/05 00:00:00+00,Restaurant,18341,-78.70465597,35.85833528,M
1567514,04092110103,Holly Springs Elem. Cafeteria,401 HOLLY SPRINGS RD,,HOLLY SPRINGS,NC,27540-9027,(919) 557-2660 ext. 21964,1996/08/19 00:00:00+00,Public School Lunchrooms,18348,-78.8283606,35.65622509,M
1567515,04092011879,El Dorado #8,8111 CREEDMOOR RD ,ste.161,RALEIGH,NC,27613-4389,(919) 848-0788,1996/05/31 00:00:00+00,Restaurant,18370,-78.68248786,35.89850336,M
1567516,04092010585,Players Retreat,105 OBERLIN RD,,RALEIGH,NC,27605-1648,(919) 755-9589,1991/03/19 00:00:00+00,Restaurant,18396,-78.66152519,35.78621443,M
1567517,04092090005,Garner Senior Center,205 E GARNER RD ,,GARNER,NC,27529-3311,(919) 772-5057,1991/04/02 00:00:00+00,Elderly Nutrition Sites (catered),18400,-78.6037631,35.70719056,M
1567518,04092010618,Roast Grill,7 S WEST ST ,,RALEIGH,NC,27603-1831,(919) 832-8292,1991/04/22 00:00:00+00,Restaurant,18409,-78.64564398,35.78023303,M
1567519,04092013053,PNC 114 & MAKUS,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607-3624,(919) 861-2300 ext. 5,1999/10/28 00:00:00+00,Restaurant,18420,-78.7229363,35.8032419,M
1567520,04092020927,BJ's Wholesale Club Deli & Meat Market,2370 WALNUT ST ,,CARY,NC,27518,(919) 854-2777,2000/03/31 00:00:00+00,Food Stand,18425,-78.74427315,35.75323584,M
1567521,04092050018,Cardinal Gibbons School Cafeteria,1401 EDWARDS MILL RD,,RALEIGH,NC,27607-3616,(919) 834-1625,2000/08/11 00:00:00+00,Private School Lunchrooms,18426,-78.72901246,35.8026036,M
1567522,04092300143,Food Lion #938 Meat Market,517 N MAIN ST,,HOLLY SPRINGS,NC,27540-9397,(919) 557-1175,2000/07/01 00:00:00+00,Meat Market,18428,-78.83687096,35.65966057,M
1567523,04092110123,Salem Elementary Sch. Cafeteria,6116 OLD JENKS RD ,,APEX,NC,27523-8242,(919) 363-2970,2000/08/18 00:00:00+00,Public School Lunchrooms,18430,-78.85003935,35.75603203,M
1567524,04092011619,Legislative Bldg Cafeteria,16 W Jones St ,,RALEIGH,NC,27601-1030,(919) 733-6032,1995/01/10 00:00:00+00,Restaurant,18460,-78.63894874,35.78321051,M
1567525,04092011682,Salsa Fresh Mexican Grill,5910 DURALEIGH RD ,,RALEIGH,NC,27612-2580,(919) 571-9111,1995/04/25 00:00:00+00,Restaurant,18466,-78.7119967,35.8587201,M
1567526,04092017090,HONEYBAKED HAM & CAFE,14460 FALLS OF NEUSE RD ,SUITE 161,RALEIGH,NC,27614,(919) 263-1796,2015/11/20 00:00:00+00,Restaurant,18471,-78.54362008,35.94386602,M
1567527,04092300154,Food Lion #757 Meat Market,1100-122 Raleigh Blv,,RALEIGH,NC,27610-1076,(919) 829-7077,2000/07/01 00:00:00+00,Meat Market,18483,-78.61277558,35.79430477,M
1567528,04092010093,Buffaloe Lanes,6701 FAYETTEVILLE RD,,RALEIGH,NC,27603-4829,(919) 779-1888,1991/04/02 00:00:00+00,Restaurant,18494,-78.6833869,35.68495764,M
1567529,04092011723,Korner Cafe Food Court,4420 LAKE BOONE TRL,,RALEIGH,NC,27607-7505,(919) 784-3401,1995/08/23 00:00:00+00,Restaurant,18498,-78.70242018,35.81817246,M
1567530,04092011804,Taco Bell of Knightdale,7036 Knightdale Blvd,,KNIGHTDALE,NC,27545-8800,(919) 217-9524,1996/01/03 00:00:00+00,Restaurant,18502,-78.49389113,35.79807236,M
1567531,04092013325,Harris Teeter #90 Deli,13210 STRICKLAND RD ,,RALEIGH,NC,27613-7536,(919) 676-0589,2001/07/02 00:00:00+00,Restaurant,18529,-78.72593809,35.90878313,M
1567532,04092010101,BURGER KING #3768,4203 WAKE FOREST RD ,,RALEIGH,NC,27609-6228,(919) 872-3797,1991/05/02 00:00:00+00,Restaurant,18545,-78.61307772,35.83835644,M
1567533,04092010364,HOOTERS OF RALEIGH,4206 WAKE FOREST RD ,,RALEIGH,NC,27609-6229,(919) 850-9882,1991/05/02 00:00:00+00,Restaurant,18548,-78.61159291,35.83833039,M
1567534,04092020237,Snoopy's # 1,1931 Wake Forest Rd,,RALEIGH,NC,27608-2731,(919) 833-0992,1991/04/29 00:00:00+00,Food Stand,18574,-78.6250208,35.8072596,M
1567535,04092010095,Bull And Bear,5442 SIX FORKS RD ,,RALEIGH,NC,27609-4436,(919) 847-3617,1991/05/02 00:00:00+00,Restaurant,18579,-78.64059702,35.85499105,M
1567536,04092020965,Food Lion #1557 Deli/Bakery ,4827 Grove Barton Rd ,,RALEIGH,NC,27613,(919) 781-4437,2000/07/01 00:00:00+00,Food Stand,18580,-78.71866323,35.869194,M
1567537,04092013256,Mack's Mart,7526 Knightdale BLVD E,,KNIGHTDALE,NC,27545,(919) 266-1509,2000/12/19 00:00:00+00,Restaurant,18519,-78.47499077,35.79889118,M
1567538,04092010154,China Star,3201-101 EDWARDS MILL RD ,Ste 101,RALEIGH,NC,27612-5385,(919) 781-1448,1991/05/06 00:00:00+00,Restaurant,18596,-78.70556784,35.82545067,M
1567539,04092013025,Points West Cafe at Wake Med Cary,1900 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 350-2736,1999/11/04 00:00:00+00,Restaurant,18597,-78.78171741,35.74074643,M
1567540,04092013079,Kadhai-The Indian Wok,6260 GLENWOOD AVE ,Ste 12,RALEIGH,NC,27612-2650,(919) 785-9730,1992/07/29 00:00:00+00,Restaurant,18603,-78.70313649,35.85876954,M
1567541,04092110057,Millbrook Sr. High Cafeteria,2201 SPRING FOREST RD ,,RALEIGH,NC,27615-7536,(919) 850-8796,1991/09/17 00:00:00+00,Public School Lunchrooms,18647,-78.60300107,35.86585561,M
1567542,04092110027,West Millbrook Middle Sch. Cafeteria,8815 Strickland Rd ,,RALEIGH,NC,27615,(919) 870-4050 ext. 24301,1991/09/17 00:00:00+00,Public School Lunchrooms,18646,-78.6438736,35.89638834,M
1567543,04092110007,Briarcliff Elementary Cafeteria,1220 POND ST,,CARY,NC,27511-4418,(919) 460-3450,1991/09/17 00:00:00+00,Public School Lunchrooms,18648,-78.78826469,35.76866673,M
1567544,04092020973,Food Lion #1079 Deli,5621 Louisburg Rd,,RALEIGH,NC,27616-5353,(919) 981-0402,2000/07/01 00:00:00+00,Food Stand,18654,-78.55796888,35.85459972,M
1567545,04092020979,Food Lion #1259 Deli,3685 NEW BERN AVE,,RALEIGH,NC,27610-1232,(919) 231-7294,2000/07/01 00:00:00+00,Food Stand,18656,-78.57923704,35.79885313,M
1567546,04092017613,GONZA TACOS Y TEQUILA,525 NEW WAVERLY PL ,SUITE 104,CARY,NC,27518,(919) 653-7310,2017/05/02 00:00:00+00,Restaurant,18662,-78.77756307,35.73853619,M
1567547,04092018161,DUNKIN' #348561,8201 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 847-0245,2019/08/27 00:00:00+00,Restaurant,18667,-78.68124026,35.89863695,M
1567548,04092300160,Food Lion #815 Meat Market ,2837 WENDELL Blv ,,WENDELL,NC,27591-6904,(919) 365-3002,2000/07/01 00:00:00+00,Meat Market,18676,-78.38037181,35.79568777,M
1567549,04092013281,Taste Of China,1321 5TH AVE ,,GARNER,NC,27529-3637,(919) 779-7727,2001/02/19 00:00:00+00,Restaurant,18681,-78.62278736,35.70820906,M
1567550,04092013412,Staybridge Suites Sundowner Room,1012 AIRPORT BLVD,,MORRISVILLE,NC,27560-9195,(919) 468-0180,2001/09/28 00:00:00+00,Restaurant,18693,-78.81815774,35.85722953,M
1567551,04092021125,Cook Out #19,1201 NEW BERN AVE ,,RALEIGH,NC,27610-2529,(919) 821-5410,2002/06/13 00:00:00+00,Food Stand,18703,-78.6218718,35.78018765,M
1567552,04092110092,West Lake Middle Sch. Cafeteria,4600 W LAKE RD,YEAR ROUND,APEX,NC,27539-7657,(919) 662-2917,1992/07/01 00:00:00+00,Public School Lunchrooms,18720,-78.76185019,35.66034209,M
1567553,04092011173,BOJANGLES #15,5409 CAPITAL BLVD ,,RALEIGH,NC,27616-2929,(919) 872-5820,1992/11/03 00:00:00+00,Restaurant,18726,-78.58248301,35.85985873,M
1567554,04092013442,Starbucks #8459,4421 SIX FORKS RD,STE 116,RALEIGH,NC,27609-5761,(919) 571-0713,2001/10/24 00:00:00+00,Restaurant,18729,-78.64349886,35.84017418,M
1567555,04092013479,Subway,160 Wakelon St ,,ZEBULON,NC,27597,(919) 269-9293,2001/12/04 00:00:00+00,Restaurant,18731,-78.31858381,35.83228812,M
1567556,04092110086,Leesville Middle-Elem. Sch. Cafeteria,8405 LEESVILLE RD ,,RALEIGH,NC,27613-1004,(919) 870-4200 ext. 24607,1991/08/20 00:00:00+00,Public School Lunchrooms,18741,-78.71776597,35.88906793,M
1567557,04092011034,Century Center Cafeteria (DOT building),1020 BIRCH RIDGE DR ,,RALEIGH,NC,27610-4328,(919) 250-4244,1992/01/28 00:00:00+00,Restaurant,18785,-78.57897839,35.76393419,M
1567558,04092020400,Capital Creations Pizza,1842 Wake Forest Rd ,,RALEIGH,NC,27606,(919) 836-8000,1992/02/19 00:00:00+00,Food Stand,18787,-78.62435652,35.80561704,M
1567559,04092011070,OUTBACK STEAKHOUSE #3440,7500 CREEDMOOR RD ,,RALEIGH,NC,27613-1641,(919) 846-3848,1992/08/10 00:00:00+00,Restaurant,18791,-78.67924027,35.88823629,M
1567560,04092013611,Duke Raleigh Hospital Foodservice,3400 Wake Forest RD ,,RALEIGH,NC,27609-7317,(919) 954-3172,2002/07/10 00:00:00+00,Restaurant,18795,-78.61849027,35.82845511,M
1567561,04092013650,Lowes Foods #189 Deli ,3001 Widewaters Pky ,,KNIGHTDALE,NC,27545,(919) 217-9184,2002/08/28 00:00:00+00,Restaurant,18800,-78.50515596,35.79511678,M
1567562,04092013805,McDonald's #28245,110 Carillon Dr ,,GARNER,NC,27529,(919) 771-2441,2003/04/23 00:00:00+00,Restaurant,18805,-78.58282245,35.69257858,M
1567563,04092011740,Burger King #9246,3500 POOLE RD ,,RALEIGH,NC,27610-2904,(919) 231-3008,1995/10/03 00:00:00+00,Restaurant,18819,-78.57714053,35.76737546,M
1567564,04092013719,La Rancherita,4325-3000 Glenwood Ave,,RALEIGH,NC,27610,(919) 785-1951,2002/11/18 00:00:00+00,Restaurant,18760,-78.67658819,35.8395892,M
1567565,04092050011,Ravenscroft School Dining,7409 FALLS OF NEUSE RD,,RALEIGH,NC,27615-5316,(919) 847-0900 ext. 2237,1993/11/10 00:00:00+00,Private School Lunchrooms,18833,-78.63135227,35.88450956,M
1567566,04092016816,LUCETTEGRACE,235 S. SALISBURY STREET,,RALEIGH,NC,27601,(919) 307-4950,2014/11/21 00:00:00+00,Restaurant,18851,-78.63978546,35.77728476,M
1567567,04092021148,Papa John's,1238 W WILLIAMS ST ,,APEX,NC,27502-3953,(919) 303-9100,2002/09/25 00:00:00+00,Food Stand,18857,-78.87260887,35.74617982,M
1567568,04092021204,Lowes Foods #207 Meats & Seafood,112 Bass Lake Rd ,,HOLLY SPRINGS,NC,27540,(919) 577-6971,2003/07/10 00:00:00+00,Food Stand,18874,-78.82480349,35.65381034,M
1567569,04092110146,Highcroft Elementary Cafeteria,5415 Highcroft Dr ,,CARY,NC,27519,(919) 460-3580,2004/07/12 00:00:00+00,Public School Lunchrooms,18895,-78.88408977,35.8007194,M
1567570,04092160031,Tower Nursing and Rehabilitation Center Kitchen,3609 Bond St,,RALEIGH,NC,27604,(919) 231-8113,2003/07/10 00:00:00+00,Institutional Food Service,18907,-78.58155103,35.80357736,M
1567571,04092014233,Sheetz,1655 N Main Street,,FUQUAY VARINA,NC,27526,(919) 577-2215,2005/01/26 00:00:00+00,Restaurant,18947,-78.76014426,35.59694528,M
1567572,04092110091,Swift Creek Elem. Sch. Cafeteria,5601 TRYON RD ,,RALEIGH,NC,27606-4451,(919) 233-4328,1992/08/20 00:00:00+00,Public School Lunchrooms,18959,-78.73415019,35.74422453,M
1567573,04092013049,PNC 112 (Mexican),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607-3624,(919) 861-2300 ext. 5,1999/10/28 00:00:00+00,Restaurant,18969,-78.7229363,35.8032419,M
1567574,04092160023,Spring Arbor Of East Raleigh Kitchen,1810 New Hope Rd,,RALEIGH,NC,27604,(919) 250-0255,2003/06/29 00:00:00+00,Institutional Food Service,18903,-78.56460892,35.80557253,M
1567575,04092013238,Los Tres Magueyes # 4,12400 WAKE UNION CHURCH RD ,SUITE 101,WAKE FOREST,NC,27587-4509,(919) 554-2554,2000/11/21 00:00:00+00,Restaurant,18978,-78.53896866,35.98314808,M
1567576,04092020941,Papa John's #1579,14460 New Falls of Neuse Rd,Ste 115,RALEIGH,NC,27614-8227,(919) 488-7272,2000/04/28 00:00:00+00,Food Stand,18992,-78.54362008,35.94386602,M
1567577,04092014223,Manchesters Bar and Grill,9101-153 Leesville Road,,RALEIGH,NC,27613,(919) 676-3310,2005/01/07 00:00:00+00,Restaurant,18944,-78.7231695,35.89661733,M
